,caption,image_id
128109,Race horses running down the track at top speed.,81224
128152,Several horses running down the track near a fence.,81224
59996,A group of people getting onto a bus.,502402
60150,People getting onto a bus on the side of the street. ,502402
60194,a large tour bus with people boarding it,502402
60318,A line of people boarding a transit bus. ,502402
60320,Everyone is loading up on the buses and ready to go.,502402
155572,Pair of surfers paddling out to open ocean.,214703
155636,Two people who are swimming in the water on surfboards.,214703
155762,Two young people are body boarding in the open water.,214703
155860,"Two people lying on belly on surfboards close to each other, in large watery expanse.",214703
155890,A pair of people wearing wet suits paddle in the ocean.,214703
74478,A man sticking his tongue while wearing a pink sign around his neck.,209018
75108,A man wearing three hats is wearing a sign in protest of his job.,209018
75751,"A man making a face with several hats on his head, wearing a sign around his neck.",209018
76080,A man with a hat and backpack with some message hanged on his chest,209018
76308,An old man with three hats on his head sticking his tongue out.,209018
17311,A woman sitting down with a large cell phone holder on her pants.,214869
17377,A close shot of someone pointing to their cased Alltel phone. ,214869
17557,"A person has their cell phone clipped to their belt,",214869
17647,Someone pointing at their cell phone in a case on their hip.,214869
32566,The woman is pointing to a phone in a cover.,214869
103786, man riding on water skis being towed behind a boat.,111909
103860,A man being pulled on skis by a boat in the water.,111909
104249,A person stands on water skis in the water.,111909
104335,Water sprays from the waterski as the skier turns.,111909
104924,A guy on skis is being pulled by a boat full of people. ,111909
117311,Several men running while one man running towards a frisbee. ,273059
117371,A bunch of guys playing in a field with a disc.,273059
117399,A beginning toss off in an ultimate frisbee game,273059
117408,A man throwing the disc during a game of Ultimate Frisbee.,273059
117453,A group of guys that are running and playing frisbee.,273059
17892,A group of people looking at an elephant.,322031
17924,A family touching the trunk of an elephant ,322031
18026,A man is at a zoo touching an elephant trunk.,322031
18065,Elephant and it trainer stand in front of a crowd of people. ,322031
32580,People pet an elephant at an outdoor zoo exhibit.,322031
96221,People fly their kite by the sea while a boat sits in the background.,362469
96259,A boat sailing in the water near a beach with people.,362469
96326,A boat that is sitting in the water.,362469
96337,a medium sized boat in a large body of water ,362469
96357,People flying a black-and-white kite overlooking the ocean with a bone. ,362469
144738,A small child is reaching for the camera.,422670
144785,a close up of a child on a couch,422670
144923,A baby is reaching up toward the camera.,422670
144947,A boy reaching towards his reflection in a mirror like object.,422670
144963,The little baby is reaching up with his hand.,422670
116814,A woman standing on top of  a lush green field.,129852
116868,A woman playing with a yellow frisbee in the park.,129852
116920,A woman in the park looking at a frisbee being thrown to her. ,129852
117027,A woman that is playing frisbee in the grass.,129852
130619,"Girl wearing sunglasses, dark, shirt and demin capri's playing Frisbee on a beautiful sunny day.",129852
115510,A pitcher standing on the pitcher's mound and throwing a baseball.,253757
115551,A man throwing a baseball from a pitchers mound.,253757
115603,A baseball player pitching a ball on top of a field.,253757
115702,The professional player has thrown a baseball from the mound.,253757
115715,A man on a field throwing a baseball.,253757
161880,A man riding a skateboard up the side of a ramp.,68205
161906,a man that is jumping a skateboard ,68205
161919,a person jumping a skate board in the air ,68205
161945,A boy on a skateboard hovers over a half pipe.,68205
162048,A skateboarder in the air after going up a ramp. ,68205
168928,Tennis match in process with a female about to serve the ball.,501982
169109,A woman is playing tennis on a gray court.,501982
169271,A female tennis player is taking an overhand swing.,501982
169409,A woman about to serve a ball on a tennis court.,501982
169758,A tennis player prepares to return the ball at a tennis match.,501982
175941,A group of boys sitting on a curb with a baseball bat.,334083
176026,One of the seated boys is holding a baseball bat.,334083
176110,A group of young men sitting on a curb near a street.,334083
176178,Young boys sitting on the curb waiting to play stick ball.,334083
176200,A group of kids sitting down while one holds a bat.,334083
199406,Many plates of different foods are on the table.,382207
199424,A table served with bread and various plates of food,382207
200237,A variety of food is sitting on the table with a few drinks. ,382207
200239,Several partially served plates of food sit in the middle of a dining table.,382207
200258,A table with plates of food sitting on it.,382207
144576,A boy walks along the beach carrying his surfboard.,53754
144628,A boy exiting the water after surfing the waves.,53754
144699,A man walking across a beach holding a surfboard.,53754
144743,A young man with a surf board is walking away from the water.,53754
144988,a young man holding onto a surfboard while walking out of th water ,53754
15316,A young boy kneeling beside a toilet in rubber gloves.,443640
15360,a little kid cleaning a toilet with gloves on,443640
15633,a small child in the bathroom cleaning a toilet,443640
15712,A child wears rubber gloves while cleaning a toilet bowl.,443640
15729,The boy with the purple gloves is playing around the toilet.,443640
25459,The bus stop is lined up with buses and people walking on the sidewalk. ,62726
25465,People approaching a line of buses at a busy terminal.,62726
25577,a bus station with lots of buses lined up against the side walk,62726
25640,A bus station full of people walking on the side walk,62726
25649,A number of people walking past a row of buses.,62726
106154,Horses are racing next to motorcycles on a dirt track.,141671
106210,A group of people riding motorcycles and horses on a race track.,141671
106248,A group of horses are crossing a finish line,141671
106633,Horses and bikes are traveling down a track.,141671
107124,Horses and bikers racing on a track with  many houses in the background.,141671
99353,A cute blonde woman leading a brown horse with a child riding it.,339009
99620,A little girl rides a horse being led by a young lady.,339009
99629,A young girl guides a horse while a younger girl rides it ,339009
99633,A girl pulling a horse with a small child riding,339009
99827,A young girl next to a horse with a little girl.,339009
153917,A man laying on a bed next to a small black and white dog.,463534
154048,A dog stretches out next to a sleeping man. ,463534
154212,A person and a big dog sleeping in the same bed,463534
